Date,City,State,Price
2009-08-01,Las Vegas,NV,105.78
2009-08-01,New York,NY,175.13
2009-08-01,Cleveland,OH,107.42
2009-08-01,Portland,OR,150.46
2009-08-01,Dallas,TX,121.5
2009-08-01,Seattle,WA,149.5
2009-08-01,10,Composite,158.07
2009-08-01,20,Composite,146.1
2009-08-01,US,National,150.7
2009-09-01,Phoenix,AZ,109.2
2009-09-01,Los Angeles,CA,168.03
2009-09-01,San Diego,CA,154.76
2009-09-01,San Francisco,CA,134.16
2009-09-01,Denver,CO,129.44
2009-09-01,Washington,DC,180.71
2009-09-01,Miami,FL,149.69
2009-09-01,Tampa,FL,142.57
2009-09-01,Atlanta,GA,111.2
2009-09-01,Chicago,IL,132.13
2009-09-01,Boston,MA,155.62
2009-09-01,Detroit,MI,72.81
2009-09-01,Minneapolis,MN,125.2
2009-09-01,Charlotte,NC,119.84
2009-09-01,Las Vegas,NV,104.82
2009-09-01,New York,NY,174.81
2009-09-01,Cleveland,OH,105.75
2009-09-01,Portland,OR,149.72
2009-09-01,Dallas,TX,120.6
2009-09-01,Seattle,WA,148.9
2009-09-01,10,Composite,158.77
2009-09-01,20,Composite,146.6
2009-09-01,US,National,149.65
2009-10-01,Phoenix,AZ,110.7
2009-10-01,Los Angeles,CA,168.43
2009-10-01,San Diego,CA,155.37
2009-10-01,San Francisco,CA,135.81
2009-10-01,Denver,CO,128.9
2009-10-01,Washington,DC,180.08
2009-10-01,Miami,FL,149.09
2009-10-01,Tampa,FL,140.27
2009-10-01,Atlanta,GA,110.1
2009-10-01,Chicago,IL,130.75
2009-10-01,Boston,MA,154.71
2009-10-01,Detroit,MI,72.88
2009-10-01,Minneapolis,MN,124.8
2009-10-01,Charlotte,NC,119.05
2009-10-01,Las Vegas,NV,104.71
2009-10-01,New York,NY,174.42
2009-10-01,Cleveland,OH,104.97
2009-10-01,Portland,OR,149.88
2009-10-01,Dallas,TX,119.9
2009-10-01,Seattle,WA,149.2
2009-10-01,10,Composite,158.68
2009-10-01,20,Composite,146.4
2009-10-01,US,National,148.61
2009-11-01,Phoenix,AZ,111.9
2009-11-01,Los Angeles,CA,169.72
2009-11-01,San Diego,CA,156.06
2009-11-01,San Francisco,CA,136.63
2009-11-01,Denver,CO,128.29
2009-11-01,Washington,DC,179.17
2009-11-01,Miami,FL,149.08
2009-11-01,Tampa,FL,139.66
2009-11-01,Atlanta,GA,109.2
2009-11-01,Chicago,IL,129.36
2009-11-01,Boston,MA,153.98
2009-11-01,Detroit,MI,72.41
2009-11-01,Minneapolis,MN,124.3
2009-11-01,Charlotte,NC,118.66
2009-11-01,Las Vegas,NV,104.22
2009-11-01,New York,NY,172.65
2009-11-01,Cleveland,OH,104.75
2009-11-01,Portland,OR,150.38
2009-11-01,Dallas,TX,119.9
2009-11-01,Seattle,WA,148.5
2009-11-01,10,Composite,158.33
2009-11-01,20,Composite,146.1
2009-11-01,US,National,147.97
2009-12-01,Phoenix,AZ,112.4
2009-12-01,Los Angeles,CA,171.38
2009-12-01,San Diego,CA,156.29
2009-12-01,San Francisco,CA,136.4
2009-12-01,Denver,CO,127.2
2009-12-01,Washington,DC,178.8
2009-12-01,Miami,FL,148.66
2009-12-01,Tampa,FL,138.85
2009-12-01,Atlanta,GA,108.6
2009-12-01,Chicago,IL,127.26
2009-12-01,Boston,MA,153.78
2009-12-01,Detroit,MI,72.56
2009-12-01,Minneapolis,MN,123.6
2009-12-01,Charlotte,NC,117.79
2009-12-01,Las Vegas,NV,104.38
2009-12-01,New York,NY,171.85
2009-12-01,Cleveland,OH,103.86
2009-12-01,Portland,OR,149.95
2009-12-01,Dallas,TX,118.8
2009-12-01,Seattle,WA,147.5
2009-12-01,10,Composite,158.16
2009-12-01,20,Composite,145.8
2009-12-01,US,National,146.7
2010-01-01,Phoenix,AZ,111.7
2010-01-01,Los Angeles,CA,172.97
2010-01-01,San Diego,CA,156.95
2010-01-01,San Francisco,CA,135.63
2010-01-01,Denver,CO,125.59
2010-01-01,Washington,DC,177.4
2010-01-01,Miami,FL,148.32
2010-01-01,Tampa,FL,138.18
2010-01-01,Atlanta,GA,107.0
2010-01-01,Chicago,IL,125.11
2010-01-01,Boston,MA,153.01
2010-01-01,Detroit,MI,71.84
2010-01-01,Minneapolis,MN,122.5
2010-01-01,Charlotte,NC,117.16
2010-01-01,Las Vegas,NV,103.82
2010-01-01,New York,NY,171.39
2010-01-01,Cleveland,OH,103.29
2010-01-01,Portland,OR,147.29
2010-01-01,Dallas,TX,117.2
2010-01-01,Seattle,WA,145.0
2010-01-01,10,Composite,157.87
2010-01-01,20,Composite,145.3
2010-01-01,US,National,145.0
2010-02-01,Phoenix,AZ,110.1
2010-02-01,Los Angeles,CA,171.81
2010-02-01,San Diego,CA,157.92
2010-02-01,San Francisco,CA,134.67
2010-02-01,Denver,CO,124.54
2010-02-01,Washington,DC,176.57
2010-02-01,Miami,FL,147.52
2010-02-01,Tampa,FL,136.54
2010-02-01,Atlanta,GA,105.6
2010-02-01,Chicago,IL,122.57
2010-02-01,Boston,MA,151.42
2010-02-01,Detroit,MI,70.55
2010-02-01,Minneapolis,MN,119.8
2010-02-01,Charlotte,NC,115.98
2010-02-01,Las Vegas,NV,103.4
2010-02-01,New York,NY,170.56
2010-02-01,Cleveland,OH,101.53
2010-02-01,Portland,OR,143.69
2010-02-01,Dallas,TX,115.2
2010-02-01,Seattle,WA,143.5
2010-02-01,10,Composite,156.85
2010-02-01,20,Composite,144.0
2010-02-01,US,National,143.06
2010-03-01,Phoenix,AZ,109.5
2010-03-01,Los Angeles,CA,170.61
2010-03-01,San Diego,CA,160.22
2010-03-01,San Francisco,CA,136.74
2010-03-01,Denver,CO,125.31
2010-03-01,Washington,DC,175.41
2010-03-01,Miami,FL,146.15
2010-03-01,Tampa,FL,136.46
2010-03-01,Atlanta,GA,103.7
2010-03-01,Chicago,IL,119.71
2010-03-01,Boston,MA,151.39
2010-03-01,Detroit,MI,67.68
2010-03-01,Minneapolis,MN,117.2
2010-03-01,Charlotte,NC,114.77
2010-03-01,Las Vegas,NV,102.58
2010-03-01,New York,NY,169.26
2010-03-01,Cleveland,OH,103.32
2010-03-01,Portland,OR,143.61
2010-03-01,Dallas,TX,115.8
2010-03-01,Seattle,WA,143.7
2010-03-01,10,Composite,156.21
2010-03-01,20,Composite,143.3
2010-03-01,US,National,143.6
2010-04-01,Phoenix,AZ,110.0
2010-04-01,Los Angeles,CA,171.78
2010-04-01,San Diego,CA,161.39
2010-04-01,San Francisco,CA,139.77
2010-04-01,Denver,CO,127.5
2010-04-01,Washington,DC,179.51
2010-04-01,Miami,FL,145.04
2010-04-01,Tampa,FL,137.09
2010-04-01,Atlanta,GA,105.6
2010-04-01,Chicago,IL,120.43
2010-04-01,Boston,MA,153.56
2010-04-01,Detroit,MI,67.81
2010-04-01,Minneapolis,MN,119.3
2010-04-01,Charlotte,NC,116.05
2010-04-01,Las Vegas,NV,102.82
2010-04-01,New York,NY,168.89
2010-04-01,Cleveland,OH,104.77
2010-04-01,Portland,OR,146.25
2010-04-01,Dallas,TX,118.1
2010-04-01,Seattle,WA,145.1
2010-04-01,10,Composite,157.35
2010-04-01,20,Composite,144.5
2010-04-01,US,National,145.39
2010-05-01,Phoenix,AZ,111.0
2010-05-01,Los Angeles,CA,174.67
2010-05-01,San Diego,CA,163.11
2010-05-01,San Francisco,CA,142.16
2010-05-01,Denver,CO,128.24
2010-05-01,Washington,DC,182.58
2010-05-01,Miami,FL,146.33
2010-05-01,Tampa,FL,138.29
2010-05-01,Atlanta,GA,107.8
2010-05-01,Chicago,IL,121.9
2010-05-01,Boston,MA,155.95
2010-05-01,Detroit,MI,68.34
2010-05-01,Minneapolis,MN,122.7
2010-05-01,Charlotte,NC,116.39
2010-05-01,Las Vegas,NV,102.35
2010-05-01,New York,NY,170.47
2010-05-01,Cleveland,OH,105.85
2010-05-01,Portland,OR,147.98
2010-05-01,Dallas,TX,119.9
2010-05-01,Seattle,WA,146.8
2010-05-01,10,Composite,159.41
2010-05-01,20,Composite,146.4
2010-05-01,US,National,147.03
2010-06-01,Phoenix,AZ,110.9
2010-06-01,Los Angeles,CA,175.66
2010-06-01,San Diego,CA,163.82
2010-06-01,San Francisco,CA,142.55
2010-06-01,Denver,CO,129.2
2010-06-01,Washington,DC,185.74
2010-06-01,Miami,FL,146.92
2010-06-01,Tampa,FL,138.58
2010-06-01,Atlanta,GA,109.7
2010-06-01,Chicago,IL,124.9
2010-06-01,Boston,MA,157.83
2010-06-01,Detroit,MI,70.04
2010-06-01,Minneapolis,MN,125.9
2010-06-01,Charlotte,NC,117.24
2010-06-01,Las Vegas,NV,101.77
2010-06-01,New York,NY,172.85
2010-06-01,Cleveland,OH,107.26
2010-06-01,Portland,OR,148.73
2010-06-01,Dallas,TX,121.0
2010-06-01,Seattle,WA,146.8
2010-06-01,10,Composite,161.06
2010-06-01,20,Composite,147.9
2010-06-01,US,National,147.69
2010-07-01,Phoenix,AZ,110.3
2010-07-01,Los Angeles,CA,176.27
2010-07-01,San Diego,CA,165.02
2010-07-01,San Francisco,CA,143.23
2010-07-01,Denver,CO,128.72
2010-07-01,Washington,DC,187.15
2010-07-01,Miami,FL,147.88
2010-07-01,Tampa,FL,138.24
2010-07-01,Atlanta,GA,110.0
2010-07-01,Chicago,IL,126.17
2010-07-01,Boston,MA,158.83
2010-07-01,Detroit,MI,71.17
2010-07-01,Minneapolis,MN,126.7
2010-07-01,Charlotte,NC,117.03
2010-07-01,Las Vegas,NV,100.91
2010-07-01,New York,NY,175.02
2010-07-01,Cleveland,OH,107.31
2010-07-01,Portland,OR,148.33
2010-07-01,Dallas,TX,120.7
2010-07-01,Seattle,WA,147.0
2010-07-01,10,Composite,162.24
2010-07-01,20,Composite,148.8
2010-07-01,US,National,147.54
2010-08-01,Phoenix,AZ,108.8
2010-08-01,Los Angeles,CA,175.55
2010-08-01,San Diego,CA,163.99
2010-08-01,San Francisco,CA,142.83
2010-08-01,Denver,CO,128.57
2010-08-01,Washington,DC,187.05
2010-08-01,Miami,FL,147.47
2010-08-01,Tampa,FL,137.53
2010-08-01,Atlanta,GA,108.9
2010-08-01,Chicago,IL,126.7
2010-08-01,Boston,MA,158.35
2010-08-01,Detroit,MI,71.5
2010-08-01,Minneapolis,MN,126.3
2010-08-01,Charlotte,NC,116.57
2010-08-01,Las Vegas,NV,101.03
2010-08-01,New York,NY,175.18
2010-08-01,Cleveland,OH,107.0
2010-08-01,Portland,OR,147.02
2010-08-01,Dallas,TX,119.3
2010-08-01,Seattle,WA,145.9
2010-08-01,10,Composite,162.01
2010-08-01,20,Composite,148.4
2010-08-01,US,National,146.4
2010-09-01,Phoenix,AZ,107.1
2010-09-01,Los Angeles,CA,175.36
2010-09-01,San Diego,CA,162.43
2010-09-01,San Francisco,CA,141.54
2010-09-01,Denver,CO,127.33
2010-09-01,Washington,DC,186.25
2010-09-01,Miami,FL,145.64
2010-09-01,Tampa,FL,136.5
2010-09-01,Atlanta,GA,106.3
2010-09-01,Chicago,IL,124.76
2010-09-01,Boston,MA,156.27
2010-09-01,Detroit,MI,70.59
2010-09-01,Minneapolis,MN,123.7
2010-09-01,Charlotte,NC,115.4
2010-09-01,Las Vegas,NV,101.18
2010-09-01,New York,NY,174.43
2010-09-01,Cleveland,OH,103.78
2010-09-01,Portland,OR,144.3
2010-09-01,Dallas,TX,117.4
2010-09-01,Seattle,WA,145.0
2010-09-01,10,Composite,161.0
2010-09-01,20,Composite,147.2
2010-09-01,US,National,144.58
2010-10-01,Phoenix,AZ,105.9
2010-10-01,Los Angeles,CA,174.05
2010-10-01,San Diego,CA,159.99
2010-10-01,San Francisco,CA,138.84
2010-10-01,Denver,CO,126.58
2010-10-01,Washington,DC,184.96
2010-10-01,Miami,FL,144.03
2010-10-01,Tampa,FL,134.92
2010-10-01,Atlanta,GA,103.3
2010-10-01,Chicago,IL,122.28
2010-10-01,Boston,MA,154.34
2010-10-01,Detroit,MI,69.24
2010-10-01,Minneapolis,MN,121.5
2010-10-01,Charlotte,NC,114.12
2010-10-01,Las Vegas,NV,100.97
2010-10-01,New York,NY,171.5
2010-10-01,Cleveland,OH,102.13
2010-10-01,Portland,OR,142.16
2010-10-01,Dallas,TX,116.1
2010-10-01,Seattle,WA,143.1
2010-10-01,10,Composite,158.9
2010-10-01,20,Composite,145.2
2010-10-01,US,National,143.11
2010-11-01,Phoenix,AZ,104.8
2010-11-01,Los Angeles,CA,173.28
2010-11-01,San Diego,CA,160.08
2010-11-01,San Francisco,CA,137.28
2010-11-01,Denver,CO,125.02
2010-11-01,Washington,DC,183.81
2010-11-01,Miami,FL,143.81
2010-11-01,Tampa,FL,133.49
2010-11-01,Atlanta,GA,100.8
2010-11-01,Chicago,IL,119.57
2010-11-01,Boston,MA,152.76
2010-11-01,Detroit,MI,68.1
2010-11-01,Minneapolis,MN,119.1
2010-11-01,Charlotte,NC,113.45
2010-11-01,Las Vegas,NV,100.59
2010-11-01,New York,NY,169.53
2010-11-01,Cleveland,OH,100.03
2010-11-01,Portland,OR,139.92
2010-11-01,Dallas,TX,114.8
2010-11-01,Seattle,WA,141.5
2010-11-01,10,Composite,157.5
2010-11-01,20,Composite,143.7
2010-11-01,US,National,141.81
2010-12-01,Phoenix,AZ,103.1
2010-12-01,Los Angeles,CA,170.99
2010-12-01,San Diego,CA,158.97
2010-12-01,San Francisco,CA,136.02
2010-12-01,Denver,CO,124.1
2010-12-01,Washington,DC,182.9
2010-12-01,Miami,FL,143.11
2010-12-01,Tampa,FL,130.65
2010-12-01,Atlanta,GA,100.0
2010-12-01,Chicago,IL,117.86
2010-12-01,Boston,MA,152.52
2010-12-01,Detroit,MI,68.07
2010-12-01,Minneapolis,MN,117.3
2010-12-01,Charlotte,NC,112.41
2010-12-01,Las Vegas,NV,99.48
2010-12-01,New York,NY,167.92
2010-12-01,Cleveland,OH,100.21
2010-12-01,Portland,OR,138.23
2010-12-01,Dallas,TX,114.6
2010-12-01,Seattle,WA,138.7
2010-12-01,10,Composite,156.04
2010-12-01,20,Composite,142.3
2010-12-01,US,National,140.63
2011-01-01,Phoenix,AZ,101.5
2011-01-01,Los Angeles,CA,169.88
2011-01-01,San Diego,CA,157.03
2011-01-01,San Francisco,CA,133.37
2011-01-01,Denver,CO,122.73
2011-01-01,Washington,DC,181.35
2011-01-01,Miami,FL,141.3
2011-01-01,Tampa,FL,129.03
2011-01-01,Atlanta,GA,100.3
2011-01-01,Chicago,IL,115.78
2011-01-01,Boston,MA,152.18
2011-01-01,Detroit,MI,67.63
2011-01-01,Minneapolis,MN,113.4
2011-01-01,Charlotte,NC,111.32
2011-01-01,Las Vegas,NV,99.23
2011-01-01,New York,NY,165.92
2011-01-01,Cleveland,OH,99.13
2011-01-01,Portland,OR,135.8
2011-01-01,Dallas,TX,114.0
2011-01-01,Seattle,WA,135.4
2011-01-01,10,Composite,154.36
2011-01-01,20,Composite,140.7
2011-01-01,US,National,139.05
2011-02-01,Phoenix,AZ,100.8
2011-02-01,Los Angeles,CA,168.23
2011-02-01,San Diego,CA,155.05
2011-02-01,San Francisco,CA,129.96
2011-02-01,Denver,CO,121.26
2011-02-01,Washington,DC,179.96
2011-02-01,Miami,FL,138.44
2011-02-01,Tampa,FL,127.62
2011-02-01,Atlanta,GA,100.6
2011-02-01,Chicago,IL,113.26
2011-02-01,Boston,MA,149.83
2011-02-01,Detroit,MI,67.58
2011-02-01,Minneapolis,MN,109.7
2011-02-01,Charlotte,NC,110.11
2011-02-01,Las Vegas,NV,98.28
2011-02-01,New York,NY,164.45
2011-02-01,Cleveland,OH,98.52
2011-02-01,Portland,OR,133.66
2011-02-01,Dallas,TX,113.7
2011-02-01,Seattle,WA,132.8
2011-02-01,10,Composite,152.38
2011-02-01,20,Composite,139.0
2011-02-01,US,National,137.74
2011-03-01,Phoenix,AZ,100.2
2011-03-01,Los Angeles,CA,167.75
2011-03-01,San Diego,CA,153.88
2011-03-01,San Francisco,CA,129.83
2011-03-01,Denver,CO,120.56
2011-03-01,Washington,DC,177.52
2011-03-01,Miami,FL,137.28
2011-03-01,Tampa,FL,126.7
2011-03-01,Atlanta,GA,100.3
2011-03-01,Chicago,IL,110.57
2011-03-01,Boston,MA,147.33
2011-03-01,Detroit,MI,65.18
2011-03-01,Minneapolis,MN,105.7
2011-03-01,Charlotte,NC,108.92
2011-03-01,Las Vegas,NV,97.18
2011-03-01,New York,NY,162.34
2011-03-01,Cleveland,OH,97.02
2011-03-01,Portland,OR,132.67
2011-03-01,Dallas,TX,112.7
2011-03-01,Seattle,WA,132.9
2011-03-01,10,Composite,150.91
2011-03-01,20,Composite,137.6
2011-03-01,US,National,137.79
2011-04-01,Phoenix,AZ,100.3
2011-04-01,Los Angeles,CA,168.18
2011-04-01,San Diego,CA,154.5
2011-04-01,San Francisco,CA,132.02
2011-04-01,Denver,CO,122.32
2011-04-01,Washington,DC,178.48
2011-04-01,Miami,FL,136.99
2011-04-01,Tampa,FL,126.43
2011-04-01,Atlanta,GA,101.8
2011-04-01,Chicago,IL,110.12
2011-04-01,Boston,MA,147.06
2011-04-01,Detroit,MI,64.47
2011-04-01,Minneapolis,MN,105.9
2011-04-01,Charlotte,NC,110.35
2011-04-01,Las Vegas,NV,96.47
2011-04-01,New York,NY,163.92
2011-04-01,Cleveland,OH,98.1
2011-04-01,Portland,OR,132.84
2011-04-01,Dallas,TX,113.2
2011-04-01,Seattle,WA,135.1
2011-04-01,10,Composite,151.78
2011-04-01,20,Composite,138.4
2011-04-01,US,National,139.16
2011-05-01,Phoenix,AZ,100.4
2011-05-01,Los Angeles,CA,169.07
2011-05-01,San Diego,CA,154.78
2011-05-01,San Francisco,CA,134.42
2011-05-01,Denver,CO,123.94
2011-05-01,Washington,DC,180.57
2011-05-01,Miami,FL,138.6
2011-05-01,Tampa,FL,127.06
2011-05-01,Atlanta,GA,102.8
2011-05-01,Chicago,IL,112.01
2011-05-01,Boston,MA,150.89
2011-05-01,Detroit,MI,65.7
2011-05-01,Minneapolis,MN,108.5
2011-05-01,Charlotte,NC,111.85
2011-05-01,Las Vegas,NV,95.6
2011-05-01,New York,NY,165.09
2011-05-01,Cleveland,OH,99.1
2011-05-01,Portland,OR,134.5
2011-05-01,Dallas,TX,114.2
2011-05-01,Seattle,WA,136.5
2011-05-01,10,Composite,153.33
2011-05-01,20,Composite,139.8
2011-05-01,US,National,140.68
2011-06-01,Phoenix,AZ,100.6
2011-06-01,Los Angeles,CA,169.66
2011-06-01,San Diego,CA,155.06
2011-06-01,San Francisco,CA,134.9
2011-06-01,Denver,CO,125.97
2011-06-01,Washington,DC,182.67
2011-06-01,Miami,FL,139.46
2011-06-01,Tampa,FL,128.52
2011-06-01,Atlanta,GA,104.3
2011-06-01,Chicago,IL,115.61
2011-06-01,Boston,MA,154.46
2011-06-01,Detroit,MI,69.47
2011-06-01,Minneapolis,MN,112.4
2011-06-01,Charlotte,NC,113.56
2011-06-01,Las Vegas,NV,95.67
2011-06-01,New York,NY,166.82
2011-06-01,Cleveland,OH,100.65
2011-06-01,Portland,OR,134.52
2011-06-01,Dallas,TX,115.9
2011-06-01,Seattle,WA,137.4
2011-06-01,10,Composite,154.87
2011-06-01,20,Composite,141.5
2011-06-01,US,National,141.94
2011-07-01,Phoenix,AZ,100.5
2011-07-01,Los Angeles,CA,170.05
2011-07-01,San Diego,CA,155.22
2011-07-01,San Francisco,CA,135.28
2011-07-01,Denver,CO,125.98
2011-07-01,Washington,DC,185.29
2011-07-01,Miami,FL,141.15
2011-07-01,Tampa,FL,129.48
2011-07-01,Atlanta,GA,104.5
2011-07-01,Chicago,IL,117.78
2011-07-01,Boston,MA,155.75
2011-07-01,Detroit,MI,72.63
2011-07-01,Minneapolis,MN,115.7
2011-07-01,Charlotte,NC,113.56
2011-07-01,Las Vegas,NV,95.48
2011-07-01,New York,NY,169.54
2011-07-01,Cleveland,OH,101.64
2011-07-01,Portland,OR,135.8
2011-07-01,Dallas,TX,116.9
2011-07-01,Seattle,WA,137.5
2011-07-01,10,Composite,156.32
2011-07-01,20,Composite,142.8
2011-07-01,US,National,142.33
2011-08-01,Phoenix,AZ,100.4
2011-08-01,Los Angeles,CA,169.38
2011-08-01,San Diego,CA,154.91
2011-08-01,San Francisco,CA,135.2
2011-08-01,Denver,CO,126.48
2011-08-01,Washington,DC,185.97
2011-08-01,Miami,FL,140.75
2011-08-01,Tampa,FL,129.49
2011-08-01,Atlanta,GA,102.0
2011-08-01,Chicago,IL,119.4
2011-08-01,Boston,MA,155.58
2011-08-01,Detroit,MI,73.6
2011-08-01,Minneapolis,MN,116.0
2011-08-01,Charlotte,NC,113.41
2011-08-01,Las Vegas,NV,95.18
2011-08-01,New York,NY,170.2
2011-08-01,Cleveland,OH,101.96
2011-08-01,Portland,OR,135.91
2011-08-01,Dallas,TX,117.1
2011-08-01,Seattle,WA,137.0
2011-08-01,10,Composite,156.51
2011-08-01,20,Composite,142.9
2011-08-01,US,National,141.77
2011-09-01,Phoenix,AZ,100.2
2011-09-01,Los Angeles,CA,168.0
2011-09-01,San Diego,CA,153.72
2011-09-01,San Francisco,CA,133.22
2011-09-01,Denver,CO,125.57
2011-09-01,Washington,DC,186.32
2011-09-01,Miami,FL,139.83
2011-09-01,Tampa,FL,127.35
2011-09-01,Atlanta,GA,95.99
2011-09-01,Chicago,IL,118.47
2011-09-01,Boston,MA,154.39
2011-09-01,Detroit,MI,74.16
2011-09-01,Minneapolis,MN,115.8
2011-09-01,Charlotte,NC,112.85
2011-09-01,Las Vegas,NV,93.8
2011-09-01,New York,NY,169.96
2011-09-01,Cleveland,OH,100.67
2011-09-01,Portland,OR,136.1
2011-09-01,Dallas,TX,116.4
2011-09-01,Seattle,WA,135.5
2011-09-01,10,Composite,155.61
2011-09-01,20,Composite,141.9
2011-09-01,US,National,140.15
2011-10-01,Phoenix,AZ,100.5
2011-10-01,Los Angeles,CA,165.51
2011-10-01,San Diego,CA,152.86
2011-10-01,San Francisco,CA,132.34
2011-10-01,Denver,CO,125.38
2011-10-01,Washington,DC,182.9
2011-10-01,Miami,FL,138.2
2011-10-01,Tampa,FL,126.66
2011-10-01,Atlanta,GA,91.21
2011-10-01,Chicago,IL,116.39
2011-10-01,Boston,MA,152.7
2011-10-01,Detroit,MI,72.8
2011-10-01,Minneapolis,MN,114.4
2011-10-01,Charlotte,NC,111.68
2011-10-01,Las Vegas,NV,92.36
2011-10-01,New York,NY,167.33
2011-10-01,Cleveland,OH,99.68
2011-10-01,Portland,OR,135.44
2011-10-01,Dallas,TX,115.4
2011-10-01,Seattle,WA,134.2
2011-10-01,10,Composite,153.53
2011-10-01,20,Composite,140.0
2011-10-01,US,National,138.4
2011-11-01,Phoenix,AZ,101.1
2011-11-01,Los Angeles,CA,163.93
2011-11-01,San Diego,CA,151.45
2011-11-01,San Francisco,CA,129.78
2011-11-01,Denver,CO,124.79
2011-11-01,Washington,DC,181.11
2011-11-01,Miami,FL,137.47
2011-11-01,Tampa,FL,125.28
2011-11-01,Atlanta,GA,88.92
2011-11-01,Chicago,IL,112.44
2011-11-01,Boston,MA,150.33
2011-11-01,Detroit,MI,71.8
2011-11-01,Minneapolis,MN,113.7
2011-11-01,Charlotte,NC,110.16
2011-11-01,Las Vegas,NV,91.41
2011-11-01,New York,NY,164.86
2011-11-01,Cleveland,OH,98.93
2011-11-01,Portland,OR,133.26
2011-11-01,Dallas,TX,114.0
2011-11-01,Seattle,WA,132.6
2011-11-01,10,Composite,151.4
2011-11-01,20,Composite,138.1
2011-11-01,US,National,136.65
2011-12-01,Phoenix,AZ,101.9
2011-12-01,Los Angeles,CA,162.11
2011-12-01,San Diego,CA,150.42
2011-12-01,San Francisco,CA,128.72
2011-12-01,Denver,CO,123.62
2011-12-01,Washington,DC,178.38
2011-12-01,Miami,FL,137.74
2011-12-01,Tampa,FL,125.08
2011-12-01,Atlanta,GA,87.3
2011-12-01,Chicago,IL,110.16
2011-12-01,Boston,MA,148.53
2011-12-01,Detroit,MI,70.46
2011-12-01,Minneapolis,MN,112.3
2011-12-01,Charlotte,NC,109.06
2011-12-01,Las Vegas,NV,90.7
2011-12-01,New York,NY,162.41
2011-12-01,Cleveland,OH,97.75
2011-12-01,Portland,OR,132.76
2011-12-01,Dallas,TX,113.1
2011-12-01,Seattle,WA,130.9
2011-12-01,10,Composite,149.58
2011-12-01,20,Composite,136.6
2011-12-01,US,National,135.16
2012-01-01,Phoenix,AZ,102.8
2012-01-01,Los Angeles,CA,160.76
2012-01-01,San Diego,CA,148.74
2012-01-01,San Francisco,CA,125.47
2012-01-01,Denver,CO,122.92
2012-01-01,Washington,DC,176.93
2012-01-01,Miami,FL,138.64
2012-01-01,Tampa,FL,124.14
2012-01-01,Atlanta,GA,85.44
2012-01-01,Chicago,IL,107.99
2012-01-01,Boston,MA,147.87
2012-01-01,Detroit,MI,70.28
2012-01-01,Minneapolis,MN,111.4
2012-01-01,Charlotte,NC,108.39
2012-01-01,Las Vegas,NV,90.24
2012-01-01,New York,NY,160.63
2012-01-01,Cleveland,OH,95.52
2012-01-01,Portland,OR,129.96
2012-01-01,Dallas,TX,112.6
2012-01-01,Seattle,WA,130.0
2012-01-01,10,Composite,147.99
2012-01-01,20,Composite,135.2
2012-01-01,US,National,134.17
2012-02-01,Phoenix,AZ,104.1
2012-02-01,Los Angeles,CA,159.53
2012-02-01,San Diego,CA,149.07
2012-02-01,San Francisco,CA,124.64
2012-02-01,Denver,CO,121.81
2012-02-01,Washington,DC,174.56
2012-02-01,Miami,FL,139.53
2012-02-01,Tampa,FL,123.91
2012-02-01,Atlanta,GA,83.27
2012-02-01,Chicago,IL,105.26
2012-02-01,Boston,MA,146.26
2012-02-01,Detroit,MI,69.95
2012-02-01,Minneapolis,MN,110.5
2012-02-01,Charlotte,NC,108.55
2012-02-01,Las Vegas,NV,89.88
2012-02-01,New York,NY,158.87
2012-02-01,Cleveland,OH,94.22
2012-02-01,Portland,OR,129.6
2012-02-01,Dallas,TX,112.7
2012-02-01,Seattle,WA,128.9
2012-02-01,10,Composite,146.62
2012-02-01,20,Composite,134.0
2012-02-01,US,National,134.02
2012-03-01,Phoenix,AZ,106.3
2012-03-01,Los Angeles,CA,159.72
2012-03-01,San Diego,CA,149.68
2012-03-01,San Francisco,CA,125.94
2012-03-01,Denver,CO,123.66
2012-03-01,Washington,DC,176.13
2012-03-01,Miami,FL,140.76
2012-03-01,Tampa,FL,125.12
2012-03-01,Atlanta,GA,82.54
2012-03-01,Chicago,IL,102.75
2012-03-01,Boston,MA,145.95
2012-03-01,Detroit,MI,68.13
2012-03-01,Minneapolis,MN,109.5
2012-03-01,Charlotte,NC,110.09
2012-03-01,Las Vegas,NV,89.87
2012-03-01,New York,NY,157.4
2012-03-01,Cleveland,OH,94.66
2012-03-01,Portland,OR,129.01
2012-03-01,Dallas,TX,114.4
2012-03-01,Seattle,WA,131.2
2012-03-01,10,Composite,146.45
2012-03-01,20,Composite,134.0
2012-03-01,US,National,135.9
2012-04-01,Phoenix,AZ,109.0
2012-04-01,Los Angeles,CA,162.16
2012-04-01,San Diego,CA,151.75
2012-04-01,San Francisco,CA,130.23
2012-04-01,Denver,CO,125.81
2012-04-01,Washington,DC,180.99
2012-04-01,Miami,FL,141.33
2012-04-01,Tampa,FL,127.65
2012-04-01,Atlanta,GA,84.48
2012-04-01,Chicago,IL,103.98
2012-04-01,Boston,MA,147.16
2012-04-01,Detroit,MI,67.87
2012-04-01,Minneapolis,MN,110.4
2012-04-01,Charlotte,NC,111.65
2012-04-01,Las Vegas,NV,90.84
2012-04-01,New York,NY,157.95
2012-04-01,Cleveland,OH,97.04
2012-04-01,Portland,OR,131.62
2012-04-01,Dallas,TX,116.4
